nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas,Motivo
"Sra. Andrés Tórrez Vallejo",25376967,0,sra.7619@@outluc.com,srantóva,wPr7J0cI1pYJ0V0,"+56 9 7697 0616",4247,65149,"Cena de Trabajo",553779,2026-02-13,1755000,9,"Mail Invalido!"
"Diana Jurado Angulo",6922274,9,diana3316@outluc.ceele,diana4056,r01EWPgMl,+56-9-4594-5701,5448,62596,"Salida con Familia",553783,2025-04-08,-384000,2,"Mail Invalido!"
"Diana Jurado Angulo",6922274,9,diana3316@outluc.ceele,diana4056,r01EWPgMl,"+56 9 4594 5701",5448,62596,"Salida con Familia",553792,2025-12-24,-18000,2,"Mail Invalido!"
"Sta. Andrea Castro Gutiérrez",1103289,3,stancagu@edubus.ceele,stancagu,IsoQA2f9PLcZpbs,"+56 2 2695 3399",6213,69998,Vacaciones,553814,2025-08-23,693000,7,"Mail Invalido!"
"Ernesto Serna Arredondo",13638182,2,Ernestoarredondo@viajesanma.ceele,Ernestoarredondo,LdZiGq2455QO,"+56 2 3358 0817",1019,62642,"Cena de Trabajo",553823,2025-01-25,273000,7,"Mail Invalido!"
"Ernesto Serna Arredondo",13.638.182,,,Ernestoarredondo,,,1019,62642,"Cena de Trabajo",,2025/01/13,-1281000,7,"Campo vacio"
"Mariana Polanco Calderón",3353996,7,mapoca@tourket.com,Marianacalderón,,,,65895,Vacaciones,,2025-01-25,,4,"Campo vacio"
"Carmen Sierra Benavídez",20810649,0,casibe@viajesanma.ceele,casibe,K61OcyNSWmcZ,"+56 2 2286 9588",2042,70526,"Salida con Amigos",553865,2025-02-11,720000,5,"Mail Invalido!"
"Isabel Tamez Irizarry",14838265,4,istair@@wass.com,isabel6644,CyipY4bib8,"+56 2 0273 3936",384,67544,"Salida con Familia",553902,2025-03-10,-1470000,10,"Mail Invalido!"
"Natalia Zelaya Montalvo",10318283,2,nazemo@tourket.ceele,nazemo,v62X9nyYcyTF,"+56 2 8538 2924",7175,61328,Vacaciones,553880,2025/08/23,1206000,9,"Mail Invalido!"
,19731012,0,,vicabu,,+56-9-1663-7110,1550,61760,,553883,,924000,7,"Campo vacio"
"Antonia Casanova Lomeli",21234393,5,ancalo@@viajesanma.com,ancalo,TQ80VqDb,"+56 9 0463 5149",4414,72047,Aniversario,553890,2025/03/10,392000,2,"Mail Invalido!"
"Antonia Casanova Lomeli",21234393,5,,,,,4414,72047,,553893,2025/01/31,-100000,2,"Campo vacio"
"Amalia Correa Nieto",5043504,0,Amalianieto@@outluc.com,amconi,aoWzmz1ajci,"+56 2 8511 9438",268,71118,"Salida con Familia",553911,2026-03-16,684000,9,"Mail Invalido!"
,28733874,0,sirofu@tourket.com,,ZnY5WUn9Fg4RNa,"+56 2 4538 9526",6251,,"Salida con Amigos",,2026-05-09,,6,"Campo vacio"
"Sr. Margarita Manzanares Garay",3.461.604,3,Sr.garay@marmol.ceele,Sr.garay,9WAQbyTcY53wmfj,+56-2-7298-1500,9106,64099,Vacaciones,553935,2025-04-26,600000,10,"Mail Invalido!"
"Sra. Óscar Flórez Gutiérrez",25605120,6,sra.1231@viajesanma.ceele,sra.8561,R5HWyvNRM3rFgaUl,"+56 2 7940 1966",4041,65600,"Salida con Familia",553945,2025-02-22,1400000,7,"Mail Invalido!"
"Sra. Óscar Flórez Gutiérrez",25.605.120,6,sra.1231@viajesanma.ceele,sra.8561,R5HWyvNRM3rFgaUl,"+56 2 7940 1966",4041,65600,"Salida con Familia",553949,2025/04/25,-511000,7,"Mail Invalido!"
"Mateo Galarza Cerda",22666561,,,magace,xY8daEto,"+56 9 5741 2926",3614,,"Cena de Trabajo",553975,,1384000,,"Campo vacio"
"Carmen Cedillo Leal",21.572.222,8,cacele@@outluc.com,carmen7335,z2bi9oT1TeWOjWBN,"+56 2 2784 5653",5519,62476,"Cena de Trabajo",553984,2025/01/01,318000,2,"Mail Invalido!"
"Jaime Botello Meraz",7685742,3,jabome@@edubus.cal,jaime1022,6xl41o0R,+56-9-0992-8348,4949,61894,"Salida con Familia",554004,2025-01-02,948000,6,"Mail Invalido!"
"Barbara Gastélum Maldonado",15687821,9,bagama@@edubus.cal,bagama,InI78zXhXt5jtmM,"+56 2 2038 9174",2659,70511,Vacaciones,554006,2025-04-02,-160000,1,"Mail Invalido!"
"Gloria Deleón Castañeda",,,GloriacastaO�eda@wass.com,gldeca,Ye6vwJTaKF,"+56 2 9557 0667",5706,,,554015,2026-06-16,,3,"Campo vacio"
"Susana Huerta Bernal",23731827,,,suhube,Uk3K3ydtuh5lk,,1337,66828,Vacaciones,554016,,,4,"Campo vacio"
"Sra. Carlota Barraza Loera",12925105,0,srcabalo@viajesanma.ceele,Sra.loera,2foa7MbjbbEs7,"+56 2 4034 4333",9847,68007,Vacaciones,554027,2025-03-07,2000000,5,"Mail Invalido!"
,28887837,4,MarOAaocampo@outluc.com,,aoHwKm3x4m,"+56 9 7939 6219",,62732,"Cena de Trabajo",554047,,,8,"Campo vacio"
"Sr. José Duarte Batista",13900820,0,Sr.batista@@tourket.com,Sr.batista,xTRXchKrA30fVR8,"+56 9 6481 5123",7597,69079,Vacaciones,554053,2026-05-16,76000,1,"Mail Invalido!"
"Daniela Molina Tapia",20349016,0,daniela7664@@outluc.com,Danielatapia,EYpsVj0B33ypJf,"+56 2 5511 3266",7303,63948,Vacaciones,554062,2025/01/31,71000,1,"Mail Invalido!"
"Antonio Matías Baeza",26372432,,Antoniobaeza@marmol.com,antonio6568,qDDwhYPujz7b,"+56 2 0517 2384",,64113,Aniversario,554068,,,,"Campo vacio"
"Jorge Delvalle Santana",10832463,5,Jorgesantana@marmol.ceele,jodesa,gXHcTrb0viS,"+56 9 9771 1037",4966,63471,"Salida con Amigos",554077,2026/01/15,567000,3,"Mail Invalido!"
"Marta Benítez Alarcón",19892983,2,,,,"+56 2 0892 5487",1751,,,554098,2025-04-14,2376000,9,"Campo vacio"
"Maricarmen Guevara Ureña",15205839,0,maguur@@viajesanma.com,maguur,J1qdX4P0i,+56-9-8803-0214,2472,65676,"Cena de Trabajo",554132,2026-06-21,-148000,2,"Mail Invalido!"
"Marisol Llamas Domínquez",4739709,0,marisol5619@@wass.com,marisol6680,BS9cMfaj,"+56 9 1576 9610",8411,62919,"Cena de Trabajo",554134,2025-07-23,992000,8,"Mail Invalido!"
"Marisol Llamas Domínquez",4.739.709,0,marisol5619@wass.ceele,marisol6680,BS9cMfaj,"+56 9 1576 9610",8411,62919,"Cena de Trabajo",554140,2026-03-16,424000,8,"Mail Invalido!"
,2982538,,,Marcoslozada,Pq3iomzs7O1eiGqE,"+56 9 2394 9286",6065,63636,,554141,2026-06-03,268000,,"Campo vacio"
"Lucia Holguín Villalobos",20669539,0,,Luciavillalobos,eBTTGQ4JeTo1oz,"+56 9 2625 3693",3818,,Aniversario,,,,6,"Campo vacio"
"Cristobal Ponce Ramírez",17814588,6,CristobalramOArez@marmol.ceele,Cristobalramírez,Pg8kjI1db,"+56 9 0946 9439",718,64957,"Salida con Amigos",554190,2025-04-12,1040000,10,"Mail Invalido!"
,17814588,6,,Cristobalramírez,Pg8kjI1db,,,64957,"Salida con Amigos",554191,2025-03-07,760000,,"Campo vacio"
"Rocio Olivárez Esquibel",1692284,6,rocio2762@tourket.com,,,,7960,64389,Aniversario,554201,,88000,,"Campo vacio"
"Jacobo Adorno Apodaca",,0,jaadap@outluc.com,Jacoboapodaca,hEDEkyR9DxF,+56-2-7808-6512,,71872,"Salida con Familia",,,405000,,"Campo vacio"
"Guillermina Martínez Montero",12.596.014,6,,,,"+56 2 9061 6380",4781,71904,"Salida con Familia",,2025-05-24,,6,"Campo vacio"
"Elena Cotto Orozco",21.129.933,9,elcoor@viajesanma.ceele,elena8190,2KbM4Pg3kPLl,+56-2-6113-7087,1768,62711,Vacaciones,554222,2026-08-21,1750000,10,"Mail Invalido!"
"Jorge Gálvez Colunga",29141351,0,jogOeco@viajesanma.ceele,jorge847,gh1Qo2KNcaKJ,"+56 9 7755 0370",2620,69073,"Salida con Familia",554227,2025-08-26,825000,5,"Mail Invalido!"
"Gustavo Figueroa Acevedo",19914954,7,Gustavoacevedo@edubus.ceele,Gustavoacevedo,u3z2w8KaUGQOzOHI,"+56 9 3346 7836",3466,62973,"Salida con Amigos",554230,2026-03-06,436000,4,"Mail Invalido!"
"Federico Fierro Maya",8988239,7,federico9042@marmol.ceele,Federicomaya,56Dmhr7r89PXY,"+56 2 0255 5835",3951,65924,Vacaciones,554232,2025-01-03,686000,2,"Mail Invalido!"
"Sra. Tomás Loya Hernández",9572047,1,srtolohe@@tourket.com,Sra.hernández,7rWBtga0bTvq,+56-2-9547-7354,1317,66437,Vacaciones,554251,2025-07-31,1134000,3,"Mail Invalido!"
"Sr. Lola Arias Terrazas",3398966,0,srloarte@marmol.ceele,Sr.terrazas,Wg0tv0j2PbBHBA,"+56 9 4169 1476",9721,67197,"Salida con Amigos",554271,2025/03/20,-1570000,5,"Mail Invalido!"
"Elsa Duran Verdugo",,,Elsaverdugo@marmol.com,,zRsRGr27HF6d,,2444,,"Cena de Trabajo",554289,2025-02-02,840000,6,"Campo vacio"
,19265895,0,elena4239@tourket.com,,DgWJaG2z3P5TI,,5935,61560,Aniversario,,2025-09-14,,5,"Campo vacio"
,22.154.843,,,cristina8372,,,3125,68382,Aniversario,554331,2025/05/29,-163000,1,"Campo vacio"
"Lola Santacruz Espinal",13133837,,Lolaespinal@tourket.com,,q48LDO7k4aoYYmPn,"+56 9 1505 4733",,68960,,554357,2025-07-10,,7,"Campo vacio"
"Leonor Quintanilla Urías",15.666.531,2,LeonorurOAas@tourket.ceele,leonor3774,OIwH4IFMj,+56-9-6618-8790,7293,69891,Vacaciones,554366,2025-04-29,1090000,10,"Mail Invalido!"
"Sta. Silvia Rangel Nava",27.247.056,1,sta.8746@marmol.com,stsirana,PW4UxfLpe,,,68663,,554368,,,3,"Campo vacio"
"Sta. Silvia Rangel Nava",27247056,1,sta.8746@marmol.ceele,stsirana,PW4UxfLpe,"+56 9 4454 9124",5833,68663,"Cena de Trabajo",554374,2025/02/17,711000,3,"Mail Invalido!"
"Lorenzo Esquivel Sosa",,,lorenzo8848@viajesanma.com,Lorenzososa,rg7vL6qH2G,,2094,66994,,554377,2025-06-27,819000,,"Campo vacio"
"Sancho Guerrero Frías",,,sagufr@viajesanma.com,sagufr,,+56-2-6874-4985,,67347,Aniversario,,2025/06/07,1107000,9,"Campo vacio"
"Timoteo Fernández Ortega",17.921.492,0,Timoteoortega@@viajesanma.com,timoteo6411,pi5siU3TSBAy,"+56 9 7268 6601",3134,61313,"Salida con Amigos",554405,2025/04/18,550000,10,"Mail Invalido!"
"Marcos Pantoja Magaña",5744613,7,mapama@@marmol.com,marcos9710,8SD8ciffm,"+56 2 2579 3039",8703,71877,Aniversario,554424,2025-06-05,875000,5,"Mail Invalido!"
,,3,CarlosmelOondez@wass.com,Carlosmeléndez,eRgTcb5mmR,,,62515,"Salida con Familia",554450,2025-04-22,1580000,,"Campo vacio"
"José Emilio Leyva Acuña",6842391,0,josOo7942@outluc.ceele,Joséacuña,aRRaVj64fvAHsaC7,"+56 9 6167 6380",7415,63123,"Salida con Amigos",554462,2025-03-24,-528000,4,"Mail Invalido!"
"José Emilio Leyva Acuña",6.842.391,0,josOo7942@outluc.ceele,Joséacuña,aRRaVj64fvAHsaC7,+56-9-6167-6380,7415,63123,"Salida con Amigos",554463,2025-08-01,1548000,4,"Mail Invalido!"
"Sr. Andrés Espinoza Ortega",9634053,2,Sr.ortega@@tourket.com,Sr.ortega,3q3deDv1rOLVW2,"+56 9 4903 4919",7768,61240,Aniversario,554473,2026-08-09,784000,4,"Mail Invalido!"
"Homero Tovar Melgar",,8,,Homeromelgar,n0SKf5mA,"+56 9 1610 1477",2463,,,,2025-03-16,-300000,3,"Campo vacio"
"Alejandro Mejía Salinas",9036093,0,almesa@@viajesanma.com,alejandro3249,VeU8WUnDfK5xdE,+56-9-7795-8608,5813,62765,Aniversario,554511,2025-03-02,151000,1,"Mail Invalido!"
"Cristobal Solorio Jimínez",18591852,1,CristobaljimOAnez@tourket.ceele,Cristobaljimínez,ziIT63imjFIVo,+56-9-9373-5458,2058,67837,Aniversario,554530,2025-07-12,356000,1,"Mail Invalido!"
"Cristobal Solorio Jimínez",18591852,1,CristobaljimOAnez@tourket.ceele,Cristobaljimínez,ziIT63imjFIVo,+56-9-9373-5458,2058,67837,Aniversario,554533,2025-12-22,73000,1,"Mail Invalido!"
"Barbara Alejandro Saucedo",7816771,8,baalsa@wass.com,,,"+56 2 6085 8670",,66180,,,2025-03-01,-640000,5,"Campo vacio"
"Santiago Casares Escamilla",29463840,7,santiago1928@wass.ceele,sacaes,8C7eYa8ABRiK,"+56 9 8093 4978",1729,70120,Vacaciones,554565,2025-06-30,1010000,10,"Mail Invalido!"
"Santiago Casares Escamilla",29463840,7,,sacaes,8C7eYa8ABRiK,,,70120,,554569,,1410000,10,"Campo vacio"
"Guadalupe Ceja Cotto",,8,,Guadalupecotto,,"+56 9 3222 0731",,63048,Aniversario,,2025-05-10,273000,7,"Campo vacio"
"Guadalupe Ceja Cotto",900390,,,Guadalupecotto,0H7pkg4cMw9Og,,4944,,Aniversario,554589,,-994000,7,"Campo vacio"
"Berta Ureña Quezada",29161118,4,beurqu@@outluc.com,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65610,"Salida con Amigos",554619,2025/03/23,167000,1,"Mail Invalido!"
"Natalia Alonzo Armendáriz",8920763,0,natalia3978@@outluc.com,natalia8243,8121aC8Kr3dMzJ,"+56 9 6450 1875",9663,66519,"Salida con Familia",554629,2025-02-10,-654000,6,"Mail Invalido!"
"Sancho Vanegas Hinojosa",,5,sancho6475@marmol.com,,Ah0DwV38bOSBZ3j,,5766,65755,"Salida con Familia",,,693000,7,"Campo vacio"
"Sra. Elsa Ibarra Leiva",29565208,0,Sra.leiva@tourket.ceele,Sra.leiva,DyHyaGC8cc7bH,"+56 9 7243 0201",4138,67973,"Salida con Familia",554647,2026-01-29,1420000,5,"Mail Invalido!"
"Emilia Valadez Naranjo",5440878,,,emilia4327,SJHRyNQ4Y1x,"+56 2 5591 7159",180,64967,,,2025-09-18,207000,,"Campo vacio"
"Julia Gollum Arce",25308594,,,,VcThh2F6e4REuTMf,"+56 2 6005 7673",4278,69792,"Salida con Amigos",,2026-07-07,55000,,"Campo vacio"
,29462309,4,,Soledadcervántez,,"+56 9 4459 5190",5392,,"Cena de Trabajo",554687,,640000,5,"Campo vacio"
"Sra. Mercedes Madrigal Castellanos",25870324,3,Sra.castellanos@tourket.ceele,Sra.castellanos,y30xxFxhodrmx,"+56 2 4370 0933",5881,63242,Aniversario,554698,2025-06-29,90000,1,"Mail Invalido!"
"Alfonso Naranjo Pelayo",8866789,1,Alfonsopelayo@@wass.com,Alfonsopelayo,RoYTS4jbgrQ1lkf,"+56 9 4278 4550",9241,66657,"Salida con Familia",554710,2025-04-09,1395000,9,"Mail Invalido!"
"Rosa Zayas Grijalva",25618172,0,rosa335@tourket.ceele,rozagr,xrjOnDFH3X,"+56 2 6863 2661",9110,70030,"Salida con Familia",554748,2026-03-18,-596000,4,"Mail Invalido!"
,,1,BlancamascareO�as@wass.com,blcama,HeiUkrH7YOj5aQ,"+56 2 2895 2453",3245,,"Cena de Trabajo",,2025-02-01,,10,"Campo vacio"
,15916245,1,Lauraabrego@viajesanma.ceele,Lauraabrego,WVs0XlqP,,544,70194,"Salida con Familia",,,,6,"Campo vacio"
"Laura Páez Abrego",15916245,1,Lauraabrego@viajesanma.com,Lauraabrego,,,544,,"Salida con Familia",,,990000,6,"Campo vacio"
"Jorge Luis Guajardo Sisneros",24166128,8,jorge9889@outluc.ceele,Jorgesisneros,RAWDtETZ6bu7O7,"+56 9 3841 3620",3560,67206,"Salida con Familia",554811,2025-10-26,201000,3,"Mail Invalido!"
"Jorge Luis Guajardo Sisneros",24166128,8,jorge9889@outluc.com,Jorgesisneros,,,3560,,"Salida con Familia",,,558000,3,"Campo vacio"
,24166128,,jorge9889@outluc.ceele,,,+56-9-3841-3620,3560,67206,,554818,2025-05-06,483000,3,"Campo vacio"
"Rocio Porras Abreu",1402095,0,rocio5778@@wass.com,rocio7396,E7u56OnC1QON,+56-2-3910-7887,1056,71281,"Salida con Amigos",554849,2025-05-18,-1110000,3,"Mail Invalido!"
"Andrés Badillo Chávez",14912057,2,anbach@edubus.cal,,N8rjvA7GsnriH9w,,6148,,"Salida con Familia",,,-550000,5,"Campo vacio"
,14912057,2,anbach@edubus.cal,,N8rjvA7GsnriH9w,,6148,,"Salida con Familia",554889,2025/11/15,,5,"Campo vacio"
"Rubén Sanabria Posada",21537854,,rubOon7037@outluc.com,,oouk1Nk1qrHN5iPU,"+56 2 9210 0520",6179,,,,2025-10-11,-1400000,7,"Campo vacio"
,21537854,3,rubOon7037@outluc.ceele,rubén6341,,+56-2-9210-0520,6179,65586,"Salida con Amigos",,,707000,,"Campo vacio"
"Ignacio Madrid Madrigal",12912712,0,ignacio5759@@outluc.com,igmama,Qug7ICD40ICA,+56-9-8317-8218,2918,61224,"Salida con Familia",554924,2025-01-03,1113000,7,"Mail Invalido!"
"Sr. Berta Bustamante Escobar",28479250,5,Sr.escobar@edubus.ceele,srbebues,aNOibkvniaoO0J,"+56 2 2916 4713",4082,62208,"Salida con Amigos",554949,2025-03-07,252000,2,"Mail Invalido!"
"Santiago Raya Roldán",14489996,2,santiago1525@wass.ceele,sararo,KQTL9r4yc,"+56 2 2012 0841",5402,63325,Aniversario,554980,2025-07-02,-1296000,8,"Mail Invalido!"
"Marcos Pantoja Magaña",5744613,7,mapama@marmol.ceele,marcos9710,8SD8ciffm,"+56 2 2579 3039",8703,64494,"Cena de Trabajo",555003,2025-01-29,354000,6,"Mail Invalido!"
"Lucas Valdés Jasso",18333085,3,Lucasjasso@wass.ceele,luvaja,rPU2G2QKw2,"+56 2 1306 8391",4995,68347,Vacaciones,555007,2025-01-30,326000,2,"Mail Invalido!"
"Cristina Olivas Nava",16358681,9,crolna@wass.ceele,Cristinanava,ztoL9La8bxLiT,"+56 9 1531 2884",6202,71971,"Salida con Familia",555016,2025-01-01,-1724000,4,"Mail Invalido!"
"Ángela Toro Quintana",22671064,7,Oentoqu@@outluc.com,ángela8782,WxJCjXHg5W19tdm,+56-9-8647-2457,4749,61187,"Salida con Familia",555023,2025/02/20,1128000,6,"Mail Invalido!"
"Carlos Figueroa Luevano",10588952,6,,carlos8946,,+56-2-6850-6092,1101,70601,,555034,,,9,"Campo vacio"
"Dolores Vergara Sotelo",9201312,0,dolores8371@viajesanma.ceele,Doloressotelo,XuagMQ8lbr63W,+56-2-1424-1624,1026,70908,"Cena de Trabajo",555055,2025-12-01,482000,2,"Mail Invalido!"
"Dolores Vergara Sotelo",9201312,0,dolores8371@@viajesanma.com,Doloressotelo,XuagMQ8lbr63W,+56-2-1424-1624,1026,70908,"Cena de Trabajo",555060,2025-12-21,338000,2,"Mail Invalido!"
"Dolores Vergara Sotelo",9201312,0,dolores8371@viajesanma.ceele,Doloressotelo,XuagMQ8lbr63W,"+56 2 1424 1624",1026,70908,"Cena de Trabajo",555061,2025-10-14,238000,2,"Mail Invalido!"
"Ramón Olivera Delagarza",9.032.290,7,ramOIn4174@wass.ceele,Ramóndelagarza,dmYcfL50dssv8HmR,"+56 2 5937 4079",4280,71027,Aniversario,555101,2025-11-10,510000,3,"Mail Invalido!"
"Vicente Caraballo Valdés",27564123,5,vicente3013@@edubus.cal,Vicentevaldés,8SLqp0Eu,+56-9-2185-9425,5136,64373,"Salida con Familia",555141,2025-03-18,80000,2,"Mail Invalido!"
"Jaime Manzanares Alva",18.408.318,3,Jaimealva@marmol.ceele,jamaal,RG3vz4UaiDi37,"+56 9 1598 8308",8863,70641,"Cena de Trabajo",555167,2025-01-05,1980000,9,"Mail Invalido!"
"José María Aranda Alarcón",28879855,9,josOo7499@@tourket.com,josé8772,QC8tXwRIsErwZ,"+56 2 3722 8371",2744,62976,Vacaciones,555200,2025-11-26,1350000,9,"Mail Invalido!"
"Manuel Villegas Montes",2178872,,manuel6130@marmol.com,,,"+56 2 2663 4532",9391,,"Salida con Familia",555207,,-936000,4,"Campo vacio"
"Pilar Suárez de Jesús",6770966,,pilar3633@tourket.com,,,,,62611,"Salida con Familia",555233,2025-03-18,2000000,10,"Campo vacio"
"Diego Tejeda Cepeda",2864316,0,ditece@@viajesanma.com,Diegocepeda,cWoRQg7G,"+56 2 8121 3757",6258,64554,"Cena de Trabajo",555240,2025-09-13,1850000,10,"Mail Invalido!"
"Verónica Grijalva Calderón",27921639,3,vegrca@marmol.ceele,Verónicacalderón,bHMYc0Ig6X5yPkB5,"+56 2 6518 1207",9764,64602,Aniversario,555258,2026/06/13,868000,7,"Mail Invalido!"
"José Eduardo Patiño Aponte",22.771.073,0,josOo1737@edubus.ceele,josé4186,yQRhvUxR8,"+56 2 3582 4186",5669,69658,Vacaciones,555323,2026-06-18,1524000,4,"Mail Invalido!"
"Barbara Solano Meléndez",6403474,0,BarbaramelOondez@marmol.ceele,basome,tCwiQTI2VP12WKu,"+56 2 7861 4371",4697,63379,Aniversario,555372,2025/05/15,360000,5,"Mail Invalido!"
"Rodrigo Coronado Ontiveros",16051705,0,rodrigo1470@outluc.ceele,Rodrigoontiveros,bm8Xynz4eA,"+56 9 5103 1402",3486,70173,"Salida con Amigos",555373,2025-02-28,1560000,10,"Mail Invalido!"
"Esteban Jaime Granado",,2,esjagr@@edubus.cal,Estebangranado,672aJ5q82tZ20fEi,+56-9-5504-0758,,63001,,,2026-08-04,,9,"Campo vacio"
"Sta. Alicia Gonzales Segovia",5.091.947,1,stalgose@tourket.ceele,stalgose,dWfXU6xU7tDRSAV,"+56 9 1736 0286",3135,70570,Vacaciones,555413,2025-10-30,870000,6,"Mail Invalido!"
"Susana Robles Aponte",18634236,4,Susanaaponte@viajesanma.ceele,suroap,LtjUh51qsK4925x,"+56 2 6684 3895",5266,71897,Aniversario,555446,2026/08/12,-580000,10,"Mail Invalido!"
"Claudia Navarro Caldera",8406616,8,Claudiacaldera@@viajesanma.com,clnaca,U0Sqt64tNzr8ue,"+56 2 4840 2111",1877,62424,Vacaciones,555461,2025/06/22,1305000,9,"Mail Invalido!"
"José María Cruz Gaitán",29.670.282,0,josOo8209@@tourket.com,Joségaitán,8LMjK4OKp8fU,"+56 2 8513 1546",6691,71731,"Salida con Amigos",555462,2025-10-04,552000,8,"Mail Invalido!"
"Jesús Munguía Vázquez",5.550.847,,jemuvOe@outluc.ceele,,UUXo4l70,"+56 2 7470 8519",,70855,,555466,2025-11-09,,1,"Campo vacio"
"Martín Balderas Rincón",6968028,3,mabari@edubus.ceele,mabari,4HkzHdZ5BpqDQbYy,+56-2-1287-9780,5047,65648,"Salida con Amigos",555505,2025/01/02,200000,4,"Mail Invalido!"
"Lourdes Agosto Murillo",26.230.738,7,,,jA4IrgIM0ofPrX,+56-2-1020-3887,877,63277,,555506,2025-07-13,,,"Campo vacio"
"Adriana Salcido López",17130861,5,adriana5909@@edubus.cal,Adrianalópez,5domIG7OJBxujXBo,+56-9-8969-0186,9455,63511,"Salida con Familia",555527,2025-03-03,770000,5,"Mail Invalido!"
"Micaela Jasso Zepeda",29657249,7,mijaze@@edubus.cal,mijaze,hIfqwrI82QKqWLkt,"+56 9 9362 5187",2802,67083,"Salida con Amigos",555536,2026-04-04,-516000,6,"Mail Invalido!"
"Sancho Vallejo Saldaña",14.542.391,0,sancho1682@wass.ceele,Sanchosaldaña,o4oYVh65lJnF,"+56 2 9899 8810",5454,68982,"Salida con Amigos",555546,2026-01-02,493000,1,"Mail Invalido!"
"Sancho Vallejo Saldaña",14542391,0,sancho1682@wass.ceele,Sanchosaldaña,o4oYVh65lJnF,"+56 2 9899 8810",5454,68982,"Salida con Amigos",555552,2025-04-09,202000,1,"Mail Invalido!"
"Eduardo García Carrera",7294951,0,,edgaca,r3a0jHFrUdj,"+56 2 4483 1121",,66029,Vacaciones,,,3912000,,"Campo vacio"
"Eduardo García Carrera",7.294.951,0,edgaca@@edubus.cal,edgaca,r3a0jHFrUdj,"+56 2 4483 1121",8271,66029,Vacaciones,555565,2025-08-18,544000,8,"Mail Invalido!"
"Eduardo García Carrera",7294951,0,edgaca@@edubus.cal,edgaca,r3a0jHFrUdj,"+56 2 4483 1121",8271,66029,Vacaciones,555568,2025-06-23,2240000,8,"Mail Invalido!"
"Sra. Mario Nieto Sevilla",16064838,4,Sra.sevilla@outluc.ceele,sra.6631,NnzjriQT0,"+56 9 0942 4625",6144,71065,"Cena de Trabajo",555590,2025/08/28,774000,6,"Mail Invalido!"
,15123359,,,sra.6308,,,108,71736,"Cena de Trabajo",555594,2025-02-28,1064000,8,"Campo vacio"
"Sr. Eva Guajardo Palomo",,8,Sr.palomo@@viajesanma.com,Sr.palomo,RNINtZ69,"+56 9 1214 9693",8605,61566,"Salida con Familia",,,,,"Campo vacio"
"Francisca Sotelo Enríquez",13592272,2,francisca2353@@marmol.com,Franciscaenríquez,0Pvjx5GJnUClg0,"+56 9 1797 4192",1375,64734,Aniversario,555719,2025-07-05,155000,1,"Mail Invalido!"
"Clemente Ortega Barrios",13240521,2,clorba@@edubus.cal,clorba,8MAYQ5zP4JN9,"+56 2 3659 3419",3748,71781,"Cena de Trabajo",555728,2025-12-18,770000,7,"Mail Invalido!"
"Sr. Miguel Ulloa Velásquez",9255452,0,srmiulve@@edubus.cal,srmiulve,zPG62H0tmiLdC,"+56 9 5118 3876",3565,62984,Aniversario,555729,2025-01-04,903000,7,"Mail Invalido!"
,9255452,0,,srmiulve,zPG62H0tmiLdC,,3565,62984,,555730,,980000,7,"Campo vacio"
"Sra. Nicolás Chapa Frías",21294229,4,srnichfr@tourket.ceele,Sra.frías,TyTRggDMJ8,"+56 9 0359 3537",1978,62742,Vacaciones,555763,2025-03-07,582000,6,"Mail Invalido!"
"Esteban Sandoval Páez",16768344,4,EstebanpOeez@@wass.com,essapá,WWt22n4s6Sdhnvy,+56-9-7022-5463,3271,71102,Aniversario,555833,2025-06-24,560000,8,"Mail Invalido!"
"Concepción Arellano Aponte",24821851,7,ConcepciOInaponte@@edubus.cal,concepción6426,GV2VNkscDlsDP2Xg,"+56 2 2245 8820",3087,66178,Aniversario,555867,2025/09/09,-602000,7,"Mail Invalido!"
"Gustavo Rangel Roybal",13870425,4,gustavo821@@outluc.com,guraro,wsjPR3QAQcG5Rs8J,"+56 2 3252 1589",2698,69683,Aniversario,555873,2025-09-30,-1428000,4,"Mail Invalido!"
,,,gustavo821@outluc.com,,wsjPR3QAQcG5Rs8J,"+56 2 3252 1589",2698,69683,Aniversario,555874,2026-05-18,,4,"Campo vacio"
"Sta. Rodrigo Ramos Vallejo",3773089,0,Sta.vallejo@@tourket.com,,z5yk0z9z1hAO,"+56 2 5778 1583",1328,62494,,555932,,,,"Campo vacio"
"Guillermina Esquivel Villagómez",2321160,2,guillermina134@viajesanma.com,guillermina5676,sqN4r3BOl,,7239,,"Salida con Amigos",555929,,,,"Campo vacio"
"Dorotea Gaitán Cabán",17612433,4,dorotea8799@marmol.ceele,dorotea5174,YkIuOqZjY0Q2QI,"+56 9 3360 1534",3311,64823,"Cena de Trabajo",555955,2025-11-18,222000,2,"Mail Invalido!"
"Sr. Berta Bustamante Escobar",28479250,5,Sr.escobar@edubus.ceele,srbebues,aNOibkvniaoO0J,"+56 2 2916 4713",4082,62208,"Salida con Amigos",555974,2025-03-14,-2208000,8,"Mail Invalido!"
,7.125.505,0,,esperanza9013,,"+56 9 0476 7624",,66001,Vacaciones,555975,,522000,6,"Campo vacio"
